speed,acc_norm,engine_speed,throttle_position,delta_acc_lat,cluster_id,driver,client
9,1.40356688476182,1655,33.8,0.0,1,D,D
13,0.707106781186547,2048,9.4,0.0,2,D,D
16,0.8,1760,16.0,0.1,1,D,D
20,1.2,2067,17.4,0.0,2,D,D
24,1.14017542509914,2300,18.3,0.3,2,D,D
28,1.11803398874989,2648,20.2,0.2,2,D,D
32,1.14017542509914,2161,20.2,0.2,2,D,D
34,0.848528137423857,2179,16.9,0.1,2,D,D
36,0.721110255092798,1906,15.0,0.0,2,D,D
38,0.707106781186548,1844,16.9,0.1,2,D,D
40,0.860232526704263,1931,27.3,0.0,2,D,D
43,1.14017542509914,2048,93.0,0.2,3,D,D
45,0.921954445729289,2172,100.0,0.5,3,D,D
47,0.948683298050514,2287,71.9,0.5,3,D,D
49,0.5,2377,20.7,0.3,2,D,D
49,0.2,2007,7.1,0.0,2,D,D
47,0.316227766016838,1656,8.0,0.1,2,D,D
45,0.7,1568,7.1,0.1,2,D,D
43,0.5,1474,6.1,0.0,2,D,D
42,0.412310562561766,1422,6.6,0.1,1,D,D
40,0.412310562561766,1367,6.1,0.2,1,D,D
39,0.806225774829855,1337,6.1,0.6,1,D,D
39,1.20415945787923,1588,20.2,0.5,2,D,D
41,1.58113883008419,2421,92.5,0.1,3,D,D
44,1.5,2474,100.0,0.1,3,D,D
48,1.14017542509914,2512,100.0,0.5,3,D,D
51,0.8,2493,83.1,0.7,3,D,D
54,0.921954445729289,2590,59.2,0.2,3,D,D
57,0.905538513813742,2727,49.3,0.1,3,D,D
59,0.412310562561766,2634,17.9,0.0,2,D,D
59,0.5,2029,8.5,0.3,2,D,D
58,0.5,2000,8.5,0.0,2,D,D
57,0.565685424949238,1964,7.5,0.0,2,D,D
55,0.640312423743285,1912,8.9,0.0,2,D,D
53,0.860232526704263,1834,8.5,0.1,2,D,D
52,0.5,1778,8.0,0.5,2,D,D
50,0.509901951359279,1718,7.5,0.1,2,D,D
49,0.58309518948453,1706,7.1,0.4,2,D,D
49,0.728010988928052,1683,8.9,0.2,2,D,D
48,0.806225774829855,1665,8.9,0.1,2,D,D
47,0.565685424949238,1606,5.7,0.4,2,D,D
46,0.640312423743285,1583,7.1,0.0,2,D,D
45,0.58309518948453,1531,7.1,0.1,2,D,D
43,0.447213595499958,1476,7.1,0.1,1,D,D
41,0.921954445729289,1416,6.6,0.0,1,D,D
37,1.94164878389476,1180,5.2,0.2,1,D,D
31,2.15870331449229,965,6.1,0.1,1,D,D
23,2.70739727413618,963,5.7,0.3,1,D,D
13,3.42344855372474,881,7.1,0.6,1,D,D
9,1.0,892,6.6,0.4,1,D,D
9,1.10453610171873,1277,11.8,0.3,1,D,D
14,1.88679622641132,2121,15.5,0.5,1,D,D
17,0.921954445729289,2119,13.2,0.9,1,D,D
19,0.58309518948453,1952,12.2,0.4,1,D,D
21,0.223606797749979,2047,9.4,0.4,2,D,D
21,0.2,1533,6.6,0.1,1,D,D
20,0.316227766016838,1256,7.1,0.1,1,D,D
17,1.00498756211209,1120,6.6,0.0,1,D,D
12,1.71172427686237,968,7.5,0.1,1,D,D
10,0.360555127546399,881,7.1,0.1,1,D,D
8,0.447213595499958,834,7.1,0.1,1,D,D
5,1.21655250605964,826,6.6,0.0,1,D,D
3,0.2,793,7.1,0.2,1,D,D
3,0.412310562561766,886,8.9,0.1,1,D,D
7,1.40356688476182,1501,12.2,0.0,1,D,D
11,1.04403065089106,1854,13.2,0.2,1,D,D
14,0.824621125123532,1879,12.2,0.1,1,D,D
15,0.3,1489,6.6,0.1,1,D,D
14,0.728010988928052,1284,6.1,0.1,1,D,D
12,0.608276253029822,1046,6.1,0.3,1,D,D
11,0.894427190999916,963,5.7,0.7,1,D,D
10,1.0295630140987,929,6.1,0.1,1,D,D
9,1.21655250605964,1101,7.1,0.3,1,D,D
10,0.806225774829855,1099,6.6,0.4,1,D,D
10,0.14142135623731,1122,7.5,0.9,1,D,D
11,0.5,1107,6.1,0.4,1,D,D
11,0.424264068711929,911,5.7,0.2,1,D,D
10,0.5,871,5.7,0.1,1,D,D
10,0.412310562561766,845,5.7,0.3,1,D,D
8,0.447213595499958,818,6.1,0.3,1,D,D
8,0.53851648071345,819,6.1,0.7,1,D,D
8,1.0770329614269,827,6.1,0.5,1,D,D
8,0.94339811320566,838,6.1,0.2,1,D,D
7,0.640312423743285,835,6.1,0.3,1,D,D
6,0.707106781186548,843,6.1,0.0,1,D,D
6,0.58309518948453,844,6.1,0.2,1,D,D
5,0.608276253029822,799,6.1,0.4,1,D,D
1,0.894427190999916,738,7.1,0.3,1,D,D
1,0.223606797749979,717,7.5,0.2,1,D,D
2,0.1,758,7.5,0.1,1,D,D
2,0.632455532033676,961,12.2,0.4,1,D,D
5,1.58113883008419,1435,11.8,0.7,1,D,D
8,1.48660687473185,1714,17.9,0.3,1,D,D
12,1.91049731745428,2300,20.7,0.3,1,D,D
17,1.26491106406735,2493,20.2,0.9,1,D,D
22,1.20415945787923,2311,21.1,0.5,2,D,D
26,1.11803398874989,2585,20.2,0.1,2,D,D
27,0.447213595499958,2197,7.1,0.2,2,D,D
25,1.17046999107196,1425,8.5,0.0,1,D,D
20,1.71172427686237,1376,8.9,0.2,1,D,D
14,2.31948270094864,1098,9.4,0.1,1,D,D
6,2.63058928759318,937,8.9,0.1,1,D,D
2,1.14017542509914,1106,12.2,0.0,1,D,D
7,1.33416640641263,1465,11.3,0.0,1,D,D
9,0.58309518948453,1640,10.4,0.0,1,D,D
11,0.424264068711929,1831,10.8,0.0,1,D,D
12,0.58309518948453,1593,11.3,0.0,1,D,D
13,0.316227766016838,1311,7.1,0.0,1,D,D
11,0.824621125123532,1063,6.6,0.1,1,D,D
8,1.11803398874989,874,7.5,0.0,1,D,D
4,1.11803398874989,822,7.5,0.0,1,D,D
3,0.905538513813742,1085,9.9,0.1,1,D,D
6,1.11803398874989,1405,12.7,0.1,1,D,D
12,1.71172427686237,2082,18.8,0.0,1,D,D
17,1.43178210632764,2634,19.3,0.1,2,D,D
21,1.04403065089106,2225,16.5,0.0,2,D,D
24,0.728010988928052,2329,16.5,0.1,2,D,D
26,0.728010988928052,1933,16.5,0.0,2,D,D
29,0.728010988928052,1986,16.5,0.0,2,D,D
31,0.6,2025,15.0,0.2,2,D,D
32,0.316227766016838,2024,12.7,0.1,2,D,D
33,0.2,1652,9.4,0.3,2,D,D
32,0.223606797749979,1552,8.5,0.0,2,D,D
32,0.316227766016838,1531,8.5,0.1,1,D,D
32,0.509901951359279,1520,8.5,0.2,1,D,D
31,0.4,1511,8.5,0.1,1,D,D
31,0.5,1438,5.2,0.1,1,D,D
29,0.948683298050514,1380,6.1,0.0,1,D,D
24,1.40356688476182,1113,6.6,0.2,1,D,D
20,1.40356688476182,994,6.6,0.0,1,D,D
17,0.53851648071345,1087,7.5,0.1,1,D,D
16,0.1,1112,8.9,0.1,1,D,D
17,0.854400374531753,1670,16.9,0.2,1,D,D
19,0.806225774829855,1718,13.6,0.2,1,D,D
21,0.223606797749979,1487,9.4,0.0,1,D,D
19,1.2369316876853,1271,7.1,0.2,1,D,D
12,2.40208242989286,1017,8.0,0.2,1,D,D
4,2.60768096208106,897,7.5,0.1,1,D,D
2,0.1,742,7.1,0.0,1,D,D
3,1.10453610171873,1131,10.8,0.0,1,D,D
7,1.00498756211209,1399,10.4,0.0,1,D,D
9,0.509901951359279,1560,10.4,0.0,1,D,D
11,0.905538513813742,1930,14.1,0.0,1,D,D
15,1.30384048104053,2208,17.9,0.0,2,D,D
19,1.10453610171873,2032,17.4,0.0,2,D,D
22,1.1,2243,16.5,0.1,2,D,D
23,0.1,2028,6.6,0.0,2,D,D
21,0.7,1324,7.5,0.0,1,D,D
18,1.10453610171873,1191,7.5,0.1,1,D,D
13,1.10453610171873,1015,8.0,0.0,1,D,D
9,1.10453610171873,919,7.5,0.0,1,D,D
6,0.509901951359279,867,7.1,0.0,1,D,D
5,0.1,830,6.6,0.0,1,D,D
4,0.1,805,7.1,0.0,1,D,D
3,0.316227766016838,779,7.1,0.0,1,D,D
3,1.40356688476182,1275,8.9,0.0,1,D,D
5,0.14142135623731,922,6.1,0.0,1,D,D
5,0.5,1085,8.5,0.1,1,D,D
7,0.8,1344,9.9,0.0,1,D,D
9,0.6,1491,9.4,0.0,1,D,D
9,0.1,1457,6.6,0.0,1,D,D
8,0.14142135623731,995,6.1,0.1,1,D,D
7,0.223606797749979,872,6.1,0.2,1,D,D
4,1.4,798,7.1,0.1,1,D,D
6,1.9,1580,14.1,0.0,1,D,D
12,1.9,2117,18.8,0.0,1,D,D
16,0.8,2480,12.2,0.0,2,D,D
16,0.14142135623731,1738,8.9,0.1,1,D,D
18,1.1,1939,16.5,0.1,2,D,D
19,0.1,1802,6.6,0.0,2,D,D
14,1.60312195418814,1434,7.1,0.1,1,D,D
10,1.10453610171873,1024,7.1,0.0,1,D,D
8,0.14142135623731,939,6.6,0.0,1,D,D
6,0.412310562561766,912,6.6,0.0,1,D,D
4,0.509901951359279,835,7.1,0.0,1,D,D
1,0.316227766016838,775,6.6,0.0,1,D,D
1,0.1,757,6.6,0.0,1,D,D
6,1.60312195418814,1527,10.8,0.0,1,D,D
9,1.00498756211209,1630,13.6,0.0,1,D,D
13,1.40356688476182,2196,16.5,0.0,2,D,D
16,1.1,2156,14.6,0.1,2,D,D
17,0.14142135623731,1685,7.1,0.1,1,D,D
16,0.316227766016838,1401,6.1,0.0,1,D,D
14,0.3,1175,6.1,0.1,1,D,D
11,1.20415945787923,997,6.1,0.1,1,D,D
6,1.4,835,7.5,0.1,1,D,D
3,0.1,811,7.1,0.0,1,D,D
1,0.4,785,7.1,0.0,1,D,D
8,2.6,1890,17.9,0.0,1,D,D
12,1.00498756211209,2081,14.6,0.1,1,D,D
16,1.0,1835,14.1,0.1,1,D,D
18,0.8,1950,14.1,0.0,2,D,D
20,0.316227766016838,1940,8.9,0.1,2,D,D
20,0.2,1386,6.6,0.1,1,D,D
19,0.282842712474619,1418,12.2,0.2,1,D,D
20,0.5,1591,11.3,0.2,1,D,D
21,0.223606797749979,1473,9.9,0.1,1,D,D
21,0.447213595499958,1402,10.4,0.3,1,D,D
22,0.4,1421,10.8,0.4,1,D,D
21,0.608276253029822,1437,7.5,0.1,1,D,D
17,1.81107702762748,1187,8.0,0.1,1,D,D
10,1.90262975904404,1019,8.5,0.1,1,D,D
6,0.8,899,7.1,0.1,1,D,D
5,0.1,833,6.6,0.0,1,D,D
4,0.1,835,6.6,0.0,1,D,D
4,0.1,833,6.6,0.0,1,D,D
4,0.3,800,6.6,0.0,1,D,D
1,0.5,784,7.1,0.0,1,D,D
4,1.80277563773199,1432,13.6,0.1,1,D,D
9,1.40356688476182,1734,13.2,0.0,1,D,D
11,0.1,1683,6.6,0.1,1,D,D
11,0.3,1087,7.1,0.0,1,D,D
9,0.6,950,6.6,0.0,1,D,D
7,1.1,867,7.1,0.0,1,D,D
4,0.9,825,7.1,0.0,1,D,D
3,0.5,940,8.5,0.0,1,D,D
6,0.8,1301,10.4,0.0,1,D,D
10,1.3,1853,15.5,0.0,1,D,D
15,1.00498756211209,2383,14.6,0.1,2,D,D
17,0.1,1713,6.6,0.0,1,D,D
16,0.707106781186547,1505,7.1,0.2,1,D,D
15,1.00498756211209,1331,6.6,0.2,1,D,D
11,1.30384048104053,1057,6.6,0.0,1,D,D
9,1.10453610171873,905,7.1,0.0,1,D,D
6,1.20415945787923,849,6.6,0.0,1,D,D
5,0.1,823,6.6,0.1,1,D,D
5,0.14142135623731,843,6.1,0.1,1,D,D
7,0.608276253029822,1255,11.8,0.0,1,D,D
11,1.31529464379659,1989,14.6,0.1,1,D,D
14,0.1,1829,7.5,0.1,1,D,D
13,0.806225774829855,1271,7.1,0.0,1,D,D
13,0.316227766016838,1188,6.6,0.0,1,D,D
12,0.707106781186547,1097,6.6,0.0,1,D,D
10,1.20415945787923,958,6.6,0.0,1,D,D
7,1.10453610171873,859,6.6,0.0,1,D,D
4,1.00498756211209,819,6.6,0.0,1,D,D
2,0.905538513813742,798,7.1,0.0,1,D,D
3,0.14142135623731,767,6.6,0.0,1,D,D
4,0.223606797749979,905,8.5,0.0,1,D,D
8,1.20415945787923,1550,13.2,0.0,1,D,D
11,0.509901951359279,1841,8.5,0.0,1,D,D
11,1.20415945787923,1197,7.5,0.0,1,D,D
7,1.60312195418814,900,7.5,0.0,1,D,D
4,0.806225774829855,850,7.1,0.0,1,D,D
1,0.4,808,8.5,0.0,1,D,D
6,1.3,1392,10.4,0.0,1,D,D
8,0.0,1327,6.1,0.0,1,D,D
9,0.316227766016838,919,6.1,0.1,1,D,D
9,0.412310562561766,850,6.1,0.0,1,D,D
9,0.282842712474619,833,6.1,0.1,1,D,D
9,0.282842712474619,837,6.1,0.0,1,D,D
9,0.282842712474619,837,6.1,0.0,1,D,D
10,0.282842712474619,842,6.1,0.0,1,D,D
10,0.282842712474619,839,6.1,0.0,1,D,D
10,0.223606797749979,1240,11.8,0.0,1,D,D
14,1.20415945787923,2251,15.5,0.1,2,D,D
17,0.806225774829855,2042,11.8,0.0,2,D,D
18,0.412310562561766,1677,6.1,0.0,1,D,D
17,0.509901951359279,1569,7.1,0.0,1,D,D
16,0.5,1434,6.6,0.2,1,D,D
15,0.447213595499958,1278,6.1,0.1,1,D,D
14,0.412310562561766,1143,5.7,0.1,1,D,D
13,0.412310562561766,1025,5.7,0.0,1,D,D
12,0.6,926,5.7,0.1,1,D,D
10,0.806225774829855,862,6.1,0.1,1,D,D
8,0.2,825,6.1,0.1,1,D,D
8,0.14142135623731,819,6.1,0.1,1,D,D
8,0.14142135623731,828,6.1,0.0,1,D,D
7,0.14142135623731,834,6.1,0.0,1,D,D
7,0.1,886,6.6,0.1,1,D,D
8,0.0,1278,7.1,0.0,1,D,D
8,0.1,1391,7.5,0.0,1,D,D
10,0.6,1676,12.2,0.0,1,D,D
13,1.00498756211209,2189,15.0,0.1,2,D,D
17,1.00498756211209,1992,15.5,0.0,2,D,D
21,0.8,2150,14.6,0.1,2,D,D
22,0.223606797749979,1891,6.6,0.1,2,D,D
21,0.7,1320,7.5,0.1,1,D,D
19,0.806225774829855,1260,7.1,0.1,1,D,D
17,0.806225774829855,1120,7.1,0.0,1,D,D
15,0.5,1023,6.6,0.1,1,D,D
14,0.316227766016838,970,7.1,0.1,1,D,D
13,0.509901951359279,929,7.1,0.0,1,D,D
12,0.2,888,7.1,0.1,1,D,D
12,0.1,873,6.6,0.0,1,D,D
12,0.0,959,9.4,0.0,1,D,D
15,1.1,1761,17.9,0.0,1,D,D
18,0.6,1592,10.4,0.0,1,D,D
19,0.316227766016838,1244,6.6,0.1,1,D,D
18,0.632455532033676,1122,6.6,0.1,1,D,D
15,1.11803398874989,1022,6.6,0.0,1,D,D
12,1.2369316876853,927,7.1,0.1,1,D,D
10,0.447213595499958,866,7.1,0.1,1,D,D
10,0.2,844,7.1,0.0,1,D,D
8,1.11803398874989,825,7.1,0.0,1,D,D
6,0.447213595499958,836,6.1,0.0,1,D,D
6,0.223606797749979,826,6.1,0.0,1,D,D
6,0.316227766016838,827,6.1,0.1,1,D,D
6,0.316227766016838,836,6.1,0.0,1,D,D
6,0.223606797749979,1084,6.6,0.1,1,D,D
7,0.316227766016838,935,5.2,0.1,1,D,D
6,0.447213595499958,825,6.1,0.1,1,D,D
4,0.854400374531753,782,6.6,0.1,1,D,D
2,0.670820393249937,771,7.1,0.0,1,D,D
4,1.31529464379659,1291,11.3,0.0,1,D,D
8,0.728010988928052,1465,10.8,0.0,1,D,D
11,0.948683298050514,1916,14.1,0.1,1,D,D
15,0.921954445729289,2081,13.6,0.1,2,D,D
16,0.14142135623731,1667,9.4,0.1,1,D,D
19,0.854400374531753,1995,16.0,0.2,2,D,D
22,0.854400374531753,2264,14.6,0.0,2,D,D
23,0.360555127546399,1891,6.6,0.0,2,D,D
22,0.509901951359279,1375,7.1,0.2,1,D,D
21,0.53851648071345,1385,7.5,0.1,1,D,D
20,0.632455532033676,1279,7.1,0.0,1,D,D
19,0.282842712474619,1188,6.6,0.0,1,D,D
19,0.2,1289,9.4,0.0,1,D,D
20,0.424264068711929,1501,12.2,0.1,1,D,D
22,0.728010988928052,1724,15.0,0.1,1,D,D
24,0.424264068711929,1662,9.4,0.1,1,D,D
24,0.447213595499958,1503,7.1,0.1,1,D,D
24,0.316227766016838,1443,7.5,0.3,1,D,D
24,0.223606797749979,1688,12.2,0.0,2,D,D
26,0.412310562561766,1808,13.2,0.2,2,D,D
27,0.412310562561766,1787,12.2,0.0,2,D,D
29,0.223606797749979,1851,11.3,0.0,2,D,D
30,0.2,1815,7.1,0.1,2,D,D
29,0.2,1500,8.5,0.0,1,D,D
30,0.360555127546399,1667,14.1,0.3,2,D,D
32,0.7,2029,20.2,0.3,2,D,D
35,0.707106781186547,2089,19.7,0.1,2,D,D
37,0.447213595499958,1974,14.1,0.1,2,D,D
38,0.223606797749979,1901,11.3,0.0,2,D,D
39,0.14142135623731,1892,11.8,0.1,2,D,D
40,0.14142135623731,1918,10.8,0.0,2,D,D
39,0.9,1847,6.1,0.1,2,D,D
34,2.00249843945008,1644,7.5,0.1,1,D,D
27,2.40208242989286,1284,5.7,0.0,1,D,D
20,2.60192236625154,1003,6.1,0.0,1,D,D
12,2.60192236625154,966,8.0,0.0,1,D,D
6,1.20415945787923,893,7.1,0.0,1,D,D
4,0.360555127546399,822,6.6,0.1,1,D,D
2,0.905538513813742,797,7.1,0.1,1,D,D
2,0.316227766016838,731,6.6,0.0,1,D,D
3,0.223606797749979,765,6.6,0.0,1,D,D
4,0.2,882,7.5,0.1,1,D,D
6,0.608276253029822,1197,9.4,0.1,1,D,D
9,1.20415945787923,1699,14.1,0.0,1,D,D
14,1.33416640641263,2329,17.4,0.2,2,D,D
17,0.608276253029822,2005,10.4,0.2,2,D,D
18,0.316227766016838,1674,6.6,0.0,1,D,D
18,0.282842712474619,1708,7.5,0.1,1,D,D
17,0.223606797749979,1692,7.5,0.0,1,D,D
17,0.424264068711929,1585,7.1,0.1,1,D,D
15,0.9,1365,6.6,0.3,1,D,D
13,0.4,1117,6.6,0.0,1,D,D
11,0.632455532033676,984,6.1,0.2,1,D,D
10,0.58309518948453,909,6.1,0.1,1,D,D
9,0.223606797749979,926,7.5,0.1,1,D,D
11,0.905538513813742,1474,13.2,0.1,1,D,D
14,1.1,1753,14.1,0.1,1,D,D
16,0.2,1554,6.6,0.2,1,D,D
15,0.670820393249937,1273,5.7,0.1,1,D,D
14,0.721110255092798,1070,6.1,0.3,1,D,D
14,0.94339811320566,1547,13.6,0.2,1,D,D
17,1.36014705087354,1815,14.1,0.3,1,D,D
19,1.43178210632764,1901,13.2,0.2,1,D,D
21,1.40356688476182,1975,10.4,0.0999999999999999,1,D,D
22,1.51327459504216,1585,11.3,0.1,1,D,D
22,0.316227766016838,1481,10.8,1.4,1,D,D
23,0.282842712474619,1494,10.4,0.1,1,D,D
25,0.509901951359279,1600,14.6,0.3,1,D,D
27,0.707106781186547,1716,15.0,0.0,2,D,D
29,0.640312423743285,1840,14.6,0.3,2,D,D
31,0.509901951359279,1960,14.6,0.3,2,D,D
32,0.4,2012,15.0,0.1,2,D,D
33,0.1,1671,8.9,0.0,2,D,D
32,0.806225774829855,1528,6.1,0.1,1,D,D
29,0.806225774829855,1410,6.6,0.0,1,D,D
28,0.412310562561766,1327,7.1,0.0,1,D,D
28,0.412310562561766,1686,15.0,0.0,2,D,D
30,0.707106781186547,1909,16.9,0.0,2,D,D
32,0.53851648071345,1907,16.0,0.3,2,D,D
33,0.3,1636,7.1,0.1,2,D,D
32,0.509901951359279,1510,6.6,0.2,1,D,D
30,0.806225774829855,1435,6.6,0.2,1,D,D
27,0.670820393249937,1217,5.2,0.2,1,D,D
26,0.360555127546399,1238,12.2,0.0,1,D,D
28,1.01980390271856,2190,36.2,0.1,2,D,D
32,1.20415945787923,2403,81.2,0.1,3,D,D
36,1.00498756211209,2495,31.5,0.0,3,D,D
37,0.1,1985,8.9,0.0,2,D,D
37,0.360555127546399,1789,8.5,0.2,2,D,D
36,0.316227766016838,1740,7.5,0.2,2,D,D
35,0.509901951359279,1653,7.5,0.0,1,D,D
34,0.1,1688,10.8,0.1,2,D,D
35,0.412310562561766,1728,14.1,0.1,2,D,D
36,0.412310562561766,1756,14.1,0.2,2,D,D
37,0.2,1802,10.8,0.1,2,D,D
38,0.0,1813,9.9,0.0,2,D,D
38,0.1,1813,9.9,0.1,2,D,D
37,0.53851648071345,1733,6.1,0.1,2,D,D
34,0.905538513813742,1655,7.5,0.1,1,D,D
32,0.608276253029822,1534,8.0,0.0,1,D,D
33,0.707106781186547,2202,52.1,0.0,3,D,D
36,1.14017542509914,2571,49.3,0.2,3,D,D
39,0.640312423743285,2364,16.9,0.1,2,D,D
39,0.412310562561766,1784,6.6,0.3,2,D,D
38,0.5,1812,8.5,0.1,2,D,D
36,0.608276253029822,1723,8.0,0.1,2,D,D
34,0.6,1628,7.5,0.1,1,D,D
32,0.608276253029822,1536,7.1,0.1,1,D,D
30,0.6,1444,6.6,0.1,1,D,D
28,0.6,1356,6.1,0.0,1,D,D
28,0.2,1507,12.7,0.2,1,D,D
29,0.6,1830,13.6,0.2,2,D,D
30,0.2,1439,6.6,0.0,1,D,D
29,0.3,1284,6.1,0.0,1,D,D
28,0.4,1139,5.7,0.0,1,D,D
26,0.608276253029822,1020,5.7,0.1,1,D,D
24,0.632455532033676,932,5.7,0.1,1,D,D
23,0.447213595499958,937,5.7,0.0,1,D,D
22,0.14142135623731,1484,11.3,0.1,1,D,D
23,0.5,1740,14.1,0.1,2,D,D
25,0.6,1781,14.1,0.0,2,D,D
27,0.5,1787,14.1,0.0,2,D,D
29,0.608276253029822,1876,15.0,0.1,2,D,D
31,0.608276253029822,1999,15.0,0.0,2,D,D
34,0.8,2215,24.9,0.1,2,D,D
37,1.2,2640,86.4,0.0,3,D,D
41,1.3,2896,64.8,0.0,3,D,D
45,0.806225774829855,2693,36.2,0.1,3,D,D
47,0.509901951359279,2450,25.4,0.2,2,D,D
47,0.282842712474619,1749,7.5,0.1,2,D,D
47,0.223606797749979,1685,8.9,0.0,2,D,D
46,0.3,1433,5.7,0.2,2,D,D
45,0.447213595499958,1537,6.6,0.2,2,D,D
43,0.4,1482,7.1,0.2,2,D,D
42,0.3,1462,8.5,0.0,2,D,D
42,0.1,1540,13.2,0.0,2,D,D
42,0.0,1460,7.5,0.0,2,D,D
41,0.4,1374,5.7,0.0,1,D,D
40,0.223606797749979,1430,9.4,0.1,2,D,D
40,0.2,1687,13.6,0.1,2,D,D
40,0.3,1795,15.0,0.0,2,D,D
41,0.3,1782,15.5,0.0,2,D,D
42,0.3,1583,14.6,0.0,2,D,D
43,0.2,1503,13.2,0.0,2,D,D
43,0.360555127546399,1452,5.7,0.2,2,D,D
41,0.565685424949238,1387,6.1,0.2,1,D,D
40,0.5,1369,7.1,0.1,1,D,D
39,0.282842712474619,1732,16.0,0.1,2,D,D
40,0.5,1939,18.3,0.2,2,D,D
42,0.509901951359279,1979,19.7,0.1,2,D,D
43,0.509901951359279,2012,20.7,0.2,2,D,D
44,0.509901951359279,1939,19.7,0.0,2,D,D
45,0.4,1673,18.3,0.1,2,D,D
45,0.1,1538,6.6,0.0,2,D,D
43,0.447213595499958,1457,6.1,0.2,2,D,D
42,0.2,1440,7.5,0.2,2,D,D
40,0.223606797749979,1397,6.1,0.1,2,D,D
39,0.509901951359279,1336,5.7,0.0,1,D,D
36,1.1,1085,5.7,0.1,1,D,D
32,1.20415945787923,949,5.7,0.1,1,D,D
28,1.40356688476182,937,5.2,0.2,1,D,D
23,1.5,873,5.7,0.1,1,D,D
17,1.8,916,6.1,0.0,1,D,D
11,1.7,895,7.1,0.0,1,D,D
5,1.9,830,6.6,0.0,1,D,D
4,1.3,1302,11.8,0.0,1,D,D
10,2.1,1923,26.3,0.0,1,D,D
17,2.20227155455452,2815,31.9,0.1,3,D,D
23,1.7,2852,30.1,0.1,3,D,D
29,1.6,2932,31.9,0.0,3,D,D
33,1.10453610171873,2740,31.5,0.1,3,D,D
37,1.11803398874989,2598,32.9,0.1,3,D,D
40,0.7,2423,28.7,0.2,2,D,D
42,0.7,2145,27.7,0.0,2,D,D
45,0.608276253029822,2159,20.7,0.1,2,D,D
47,0.509901951359279,2242,18.3,0.0,2,D,D
48,0.5,2326,18.3,0.1,2,D,D
50,0.6,2428,23.0,0.0,2,D,D
52,0.316227766016838,2496,16.0,0.1,2,D,D
52,0.223606797749979,1947,7.5,0.0,2,D,D
51,0.282842712474619,1775,8.0,0.3,2,D,D
50,0.58309518948453,1735,7.5,0.3,2,D,D
48,0.98488578017961,1654,7.1,0.1,2,D,D
44,1.52970585407784,1496,7.1,0.1,1,D,D
39,1.62788205960997,1293,5.7,0.0,1,D,D
33,1.71172427686237,966,6.1,0.1,1,D,D
28,1.71172427686237,976,5.7,0.0,1,D,D
22,1.70293863659264,909,6.1,0.1,1,D,D
18,0.7,970,6.6,0.1,1,D,D
16,0.4,998,6.6,0.0,1,D,D
14,0.6,940,6.6,0.0,1,D,D
12,0.608276253029822,883,7.1,0.1,1,D,D
9,0.921954445729289,847,7.1,0.1,1,D,D
6,1.11803398874989,841,6.6,0.0,1,D,D
4,0.282842712474619,792,7.1,0.0,1,D,D
4,0.223606797749979,839,7.1,0.1,1,D,D
4,0.223606797749979,870,6.1,0.0,1,D,D
4,0.0,825,6.6,0.1,1,D,D
5,0.2,929,8.0,0.0,1,D,D
6,0.707106781186547,1237,8.9,0.1,1,D,D
7,0.14142135623731,1067,5.2,0.0,1,D,D
7,0.3,1127,23.0,0.1,1,D,D
13,2.7,2361,95.3,0.0,3,D,D
22,2.70185121722126,3541,76.1,0.1,3,D,D
29,1.7,3197,25.4,0.1,3,D,D
30,0.2,2737,8.0,0.0,2,D,D
29,0.707106781186547,1672,8.0,0.1,1,D,D
26,1.11803398874989,1302,7.5,0.1,1,D,D
22,1.60312195418814,1058,6.1,0.1,1,D,D
16,1.70293863659264,1015,7.1,0.0,1,D,D
12,0.9,929,7.1,0.1,1,D,D
11,0.0,882,7.1,0.0,1,D,D
10,0.412310562561766,848,7.1,0.1,1,D,D
8,0.608276253029822,845,7.1,0.0,1,D,D
6,0.806225774829855,839,6.1,0.0,1,D,D
4,0.1,786,6.6,0.1,1,D,D
4,0.0,773,6.6,0.0,1,D,D
3,0.2,776,6.6,0.0,1,D,D
2,0.2,776,6.6,0.0,1,D,D
2,0.1,768,6.6,0.0,1,D,D
2,0.3,780,6.6,0.0,1,D,D
3,0.2,793,6.6,0.0,1,D,D
4,0.1,807,6.6,0.0,1,D,D
4,0.1,810,6.6,0.0,1,D,D
4,0.1,781,6.1,0.0,1,D,D
3,0.223606797749979,770,6.6,0.1,1,D,D
3,0.223606797749979,772,6.6,0.0,1,D,D
1,0.412310562561766,773,7.5,0.0,1,D,D
4,1.00498756211209,1194,9.4,0.0,1,D,D
8,1.30384048104053,1557,13.6,0.0,1,D,D
12,1.3,2104,15.0,0.1,1,D,D
16,0.9,1966,13.6,0.0,2,D,D
18,0.7,1935,13.2,0.0,2,D,D
20,0.3,1966,9.4,0.0,2,D,D
20,0.2,1460,6.1,0.0,1,D,D
19,0.2,1215,6.6,0.0,1,D,D
18,0.14142135623731,1220,7.1,0.1,1,D,D
18,0.223606797749979,1325,10.4,0.1,1,D,D
20,0.905538513813742,1759,15.5,0.1,1,D,D
21,0.2,1451,7.5,0.1,1,D,D
21,0.223606797749979,1523,11.8,0.1,1,D,D
24,1.0,1755,20.7,0.1,2,D,D
25,0.316227766016838,1646,8.0,0.3,2,D,D
24,0.316227766016838,1586,8.9,0.0,1,D,D
